# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
9.65            	U               	(-1.81642157e+00 -2.37379035e-02 -6.13506942e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-7.90270309e-02 1.44548744e-02 3.29828340e-02)	(1.04166667e-01 -1.74946326e-01 4.64190110e-01)
9.65            	p               	-2.76462186e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.7             	U               	(-1.94476239e+00 -4.97204976e-01 -1.60020466e-01)	(1.04166667e-01 2.96579349e-01 -1.26005720e-01)	(-8.07543991e-02 1.80984581e-02 3.57993101e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
9.7             	p               	-1.85200176e+01	(1.04166667e-01 1.74946328e-01 4.64190109e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.75            	U               	(-1.97468623e+00 -3.69655463e-01 -3.52781625e-01)	(1.04166667e-01 2.04249521e-01 -3.05819224e-01)	(-5.25674759e-02 2.32153452e-02 1.19964024e-01)	(1.04166666e-01 -7.97489460e-02 4.80181470e-01)
9.75            	p               	-8.25061812e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
9.8             	U               	(-1.90996279e+00 -3.23404464e-01 -3.81556178e-01)	(1.04166667e-01 1.58250731e-01 -3.19924728e-01)	(-4.95343422e-02 3.76987846e-02 1.17173322e-01)	(1.04166669e-01 -1.42127790e-01 4.65866186e-01)
9.8             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.90412638e+00	(1.04162120e-01 4.07786746e-01 -1.40398252e-02)
9.85            	U               	(-1.66973398e+00 -2.30961973e-01 -4.13493708e-01)	(1.04166667e-01 1.43426801e-01 -3.56242701e-01)	(1.04799591e-01 2.88174609e-02 2.06210996e-01)	(1.04166666e-01 -7.81573312e-02 4.67644855e-01)
9.85            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.34330744e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
9.9             	U               	(-1.35929258e+00 -1.74739037e-01 -4.11984768e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(1.31356092e-01 2.61494897e-02 1.72078416e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
9.9             	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.32881377e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
9.95            	U               	(-1.02004806e+00 -1.46195741e-01 -4.18722813e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(1.20879041e-01 1.81627563e-02 1.26132654e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
9.95            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.16631884e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
10              	U               	(-7.57067375e-01 -1.26170161e-01 -3.62610142e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(6.92588128e-02 2.36912744e-02 4.14116353e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
10              	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.80295863e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
10.05           	U               	(-4.60114422e-01 -1.12995942e-01 -2.35722917e-01)	(1.04166667e-01 7.95337862e-02 -2.30432366e-01)	(1.79882465e-01 2.54633746e-02 3.89206517e-01)	(1.04162957e-01 -3.97567902e-02 3.75573368e-01)
10.05           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.20135855e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
10.1            	U               	(-2.37622783e-01 -1.03319987e-01 -7.04266559e-02)	(1.04166667e-01 -2.56145742e-01 -2.68623925e-01)	(4.17993541e-01 2.14275214e-02 3.11611958e-01)	(1.04163059e-01 -3.72820682e-02 3.42873878e-01)
10.1            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.33832168e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
10.15           	U               	(5.04415364e-02 -1.24430242e-01 -1.62835506e-02)	(1.04166667e-01 -2.13649037e-01 -1.89176731e-01)	(8.02570451e-01 7.91542140e-03 1.92091388e-01)	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)
10.15           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.21582181e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
10.2            	U               	(7.64941736e-02 -7.51275482e-03 -1.80002589e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.23472967e+00 4.55312489e-02 8.87922540e-02)	(1.04166666e-01 7.32865079e-02 -4.29278969e-01)
10.2            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.84406457e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
10.25           	U               	(8.60031726e-02 -7.51604302e-03 -2.22599226e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.54590652e+00 8.53579012e-03 1.44158652e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
10.25           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.23761681e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
10.3            	U               	(8.95942313e-02 -6.74096524e-03 -2.33449296e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(2.04828388e+00 3.26856238e-02 3.80030697e-02)	(3.12500000e-01 3.97566296e-02 -3.75565203e-01)
10.3            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.43082663e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
10.35           	U               	(8.75571842e-02 -5.63316274e-03 -2.30772761e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.77717292e+00 4.74081080e-03 2.41706438e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
10.35           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.47318574e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
10.4            	U               	(8.88792059e-02 -4.17165039e-03 -2.09673147e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.85048697e+00 2.45880439e-02 2.59074880e-01)	(1.04166668e-01 9.75474134e-02 -3.98140263e-01)
10.4            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.23285745e+00	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
10.45           	U               	(7.69667320e-02 -2.41928218e-03 -1.82725262e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.85190123e+00 1.29831870e-02 2.42347558e-01)	(1.04166668e-01 9.22150258e-02 -3.68443277e-01)
10.45           	p               	-7.31288326e+00	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.5            	U               	(5.97621929e-02 -1.89274238e-04 -1.41479059e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.26376561e+00 3.99102643e-03 2.25741626e-01)	(1.04166667e-01 -1.58726446e-01 -4.08640606e-01)
10.5            	p               	-1.75183715e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.55           	U               	(3.33936373e-02 -4.34129059e-03 -9.60795264e-03)	(1.04166668e-01 4.74022502e-01 1.11172820e-01)	(1.06766570e+00 4.21902369e-02 1.66084449e-01)	(1.04166667e-01 -2.48942223e-01 -2.91697828e-01)
10.55           	p               	-2.66201321e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.6            	U               	(-3.95204506e-02 -1.06385330e-02 -5.25430943e-03)	(3.12500000e-01 3.29669482e-01 -3.51659222e-01)	(6.94402941e-01 8.85701574e-02 1.18870783e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
10.6            	p               	-3.40748108e+01	(1.04166667e-01 -1.15875681e-02 2.11120465e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.65           	U               	(-2.03051129e-01 -1.31314905e-02 -9.62010513e-03)	(3.12500000e-01 3.84240944e-01 1.51601999e-01)	(5.11151018e-01 1.49070897e-01 7.34094994e-02)	(1.04166667e-01 -2.28166018e-01 -2.51045719e-01)
10.65           	p               	-3.95050886e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.7            	U               	(-4.58329315e-01 -6.76822501e-03 -1.21456910e-02)	(3.12500000e-01 4.57381140e-02 4.54599870e-01)	(1.50798536e-01 2.17057051e-01 1.83435635e-02)	(1.04166667e-01 -2.29581537e-01 -2.29581537e-01)
10.7            	p               	-4.25758570e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.75           	U               	(-8.94120322e-01 -2.44791848e-02 -8.26640015e-03)	(3.12500000e-01 2.99830692e-01 -3.17960273e-01)	(-5.08308512e-02 6.31570038e-02 1.44557730e-02)	(1.04166667e-01 -3.58683834e-02 1.62286774e-01)
10.75           	p               	-4.29565746e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.8            	U               	(-1.23056062e+00 -2.02627008e-02 -6.07207571e-03)	(3.12500000e-01 2.63320845e-01 -3.11753928e-01)	(-6.73195887e-02 1.12141322e-02 1.94863541e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
10.8            	p               	-4.06371606e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.85           	U               	(-1.54488211e+00 -1.16639277e-02 -7.62765935e-03)	(3.12500000e-01 3.75363643e-01 -1.77888576e-01)	(-7.74506633e-02 1.24488379e-02 2.40125620e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
10.85           	p               	-3.58508811e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.9            	U               	(-1.79094631e+00 -2.06947969e-02 -5.20493828e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.11622936e-02 1.43617283e-02 3.24369773e-02)	(1.04166667e-01 -1.74946326e-01 4.64190110e-01)
10.9            	p               	-2.87393429e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
10.95           	U               	(-1.93257832e+00 -4.24351078e-02 -1.42396757e-02)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-7.70842280e-02 1.75455644e-02 3.59586289e-02)	(1.04166667e-01 -2.34124561e-01 4.37566951e-01)
10.95           	p               	-1.98109394e+01	(1.04166669e-01 1.44164696e-01 4.74562070e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
11              	U               	(-1.95267048e+00 -3.71783627e-01 -3.48495991e-01)	(1.04166667e-01 2.04249521e-01 -3.05819224e-01)	(-6.83400786e-02 2.36459361e-02 1.19731893e-01)	(1.04166666e-01 -7.97489460e-02 4.80181470e-01)
11              	p               	-9.65657189e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
11.05           	U               	(-1.90307897e+00 -3.26938211e-01 -3.79438235e-01)	(1.04166667e-01 1.58250731e-01 -3.19924728e-01)	(-3.15589336e-03 2.87431442e-02 1.17831665e-01)	(1.04166668e-01 -1.11172818e-01 4.74022503e-01)
11.05           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.50022040e+00	(1.04162120e-01 4.07786746e-01 -1.40398252e-02)
11.1            	U               	(-1.68350760e+00 -2.35218805e-01 -4.14778373e-01)	(1.04166667e-01 1.43426801e-01 -3.56242701e-01)	(8.03295328e-02 3.09838023e-02 2.08766573e-01)	(1.04166666e-01 -7.81573312e-02 4.67644855e-01)
11.1            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.20460390e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
11.15           	U               	(-1.38647064e+00 -1.79498816e-01 -4.16186924e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(1.13112108e-01 2.92739916e-02 1.76818535e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
11.15           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.20522567e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
11.2            	U               	(-1.05473639e+00 -1.51231479e-01 -4.24588264e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(1.05740934e-01 2.19214443e-02 1.32381574e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
11.2            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.06567824e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
11.25           	U               	(-8.00917194e-01 -1.32410105e-01 -3.70356798e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(6.05138917e-01 2.99861883e-02 1.15415772e-01)	(1.04162638e-01 4.70235984e-02 4.71592471e-01)
11.25           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.73156491e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
11.3            	U               	(-2.76393418e-01 -1.17492636e-01 -2.65783194e-01)	(1.04166667e-01 5.77748084e-02 -2.08990818e-01)	(1.38861927e-01 2.79433081e-02 4.01503429e-01)	(1.04162957e-01 -3.97567902e-02 3.75573368e-01)
11.3            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.16305053e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
11.35           	U               	(-2.94950273e-01 -9.62458589e-02 -8.11555067e-02)	(1.04166667e-01 -2.56145742e-01 -2.68623925e-01)	(3.71970952e-01 2.34026805e-02 3.27515120e-01)	(1.04163059e-01 -3.72820682e-02 3.42873878e-01)
11.35           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.33574709e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
11.4            	U               	(5.62299234e-02 -1.25990333e-01 -2.57267136e-02)	(1.04166667e-01 -2.28166018e-01 -2.51045719e-01)	(7.58840710e-01 8.95509220e-03 2.05754215e-01)	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)
11.4            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.24630926e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
11.45           	U               	(7.47344206e-02 -7.50927371e-03 -1.75476607e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.16899205e+00 -1.33279744e-03 1.00154650e-01)	(1.04162664e-01 -1.24401978e-02 3.44156757e-01)
11.45           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.90735878e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
11.5            	U               	(8.51261168e-02 -7.59249172e-03 -2.20187042e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.86739028e+00 1.37256846e-02 1.58900604e-02)	(3.12500000e-01 1.40387217e-02 -4.07775560e-01)
11.5            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.33064776e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
11.55           	U               	(8.94550048e-02 -6.86186015e-03 -2.32744436e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(2.03039982e+00 3.33031812e-02 3.54323396e-02)	(3.12500000e-01 3.97566296e-02 -3.75565203e-01)
11.55           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.54775215e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
11.6            	U               	(8.81595862e-02 -5.80671469e-03 -2.32020476e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.92626855e+00 5.45711516e-03 2.25036160e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
11.6            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.60700347e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
11.65           	U               	(8.13323183e-02 -4.37272251e-03 -2.16621687e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.79889070e+00 3.35077192e-02 2.58612897e-01)	(1.04166668e-01 1.24795253e-01 -3.91870719e-01)
11.65           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	5.65573521e+00	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
11.7            	U               	(7.88813151e-02 -2.69213071e-03 -1.87263459e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.77479857e+00 1.33271395e-02 2.60546118e-01)	(1.04166668e-01 9.75474134e-02 -3.98140263e-01)
11.7            	p               	-5.91127179e+00	(3.12500000e-01 1.62453040e-02 4.95562969e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
11.75           	U               	(6.23288747e-02 -5.12051236e-04 -1.47729141e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.54102386e+00 3.47459165e-03 2.05295912e-01)	(1.04166667e-01 1.81433634e-01 -3.13013329e-01)
11.75           	p               	-1.62144496e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
11.8            	U               	(4.11987101e-02 -3.97838636e-03 -1.10561836e-02)	(1.04166668e-01 4.74022502e-01 1.11172820e-01)	(1.10362828e+00 3.63007586e-02 1.70526235e-01)	(1.04166667e-01 -2.48942223e-01 -2.91697828e-01)
11.8            	p               	-2.54955526e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
11.85           	U               	(-3.68756227e-02 -8.95348048e-03 -6.11602379e-03)	(3.12500000e-01 3.70623831e-01 -3.05525867e-01)	(7.36379594e-01 8.21673181e-02 1.25024432e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
11.85           	p               	-3.31959290e+01	(1.04166667e-01 1.19671535e-02 1.62843336e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
11.9            	U               	(-1.48862462e-01 -1.16399671e-02 -1.11561334e-02)	(3.12500000e-01 3.84240944e-01 1.51601999e-01)	(5.58809402e-01 1.41550042e-01 7.87485711e-02)	(1.04166667e-01 -2.28166018e-01 -2.51045719e-01)
11.9            	p               	-3.89039666e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
11.95           	U               	(-4.10830583e-01 -6.87221716e-03 -1.33771970e-02)	(3.12500000e-01 4.57381140e-02 4.54599870e-01)	(1.47901659e-01 2.05564695e-01 2.49245769e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
11.95           	p               	-4.23204575e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
12              	U               	(-7.15283199e-01 -1.63923257e-02 -1.58699778e-02)	(3.12500000e-01 9.75474141e-02 3.98140265e-01)	(-4.05376714e-02 7.89475823e-02 2.65518501e-02)	(1.04166666e-01 -5.79248681e-02 -3.08280528e-01)
12              	p               	-4.30616035e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
12.05           	U               	(-1.17640179e+00 -2.13731750e-02 -6.93230002e-03)	(3.12500000e-01 2.53039280e-01 -3.42731516e-01)	(-6.55033405e-02 1.10479635e-02 1.88366533e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
12.05           	p               	-4.10918039e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
12.1            	U               	(-1.51756346e+00 -1.23569415e-02 -7.62459782e-03)	(3.12500000e-01 3.75363643e-01 -1.77888576e-01)	(-7.63612092e-02 1.22850842e-02 2.34520638e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
12.1            	p               	-3.66284068e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
12.15           	U               	(-1.76339437e+00 -1.76273711e-02 -4.37101210e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.23326591e-02 1.34808517e-02 2.72817885e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
12.15           	p               	-2.98002490e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
12.2            	U               	(-1.92113307e+00 -3.98043168e-02 -1.30349111e-02)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-7.89250334e-02 1.74689339e-02 3.56518448e-02)	(1.04166667e-01 -2.34124561e-01 4.37566951e-01)
12.2            	p               	-2.10799494e+01	(1.04166669e-01 -1.44164695e-01 -4.74562071e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
12.25           	U               	(-1.97566916e+00 -3.73541652e-01 -3.46470735e-01)	(1.04166668e-01 2.26737066e-01 -2.98624805e-01)	(-7.13566473e-02 1.82576557e-02 3.65965627e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
12.25           	p               	-1.10517152e+01	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
12.3            	U               	(-1.89395684e+00 -3.30030904e-01 -3.76957112e-01)	(1.04166667e-01 1.58250731e-01 -3.19924728e-01)	(-1.67110396e-02 2.96109338e-02 1.18614401e-01)	(1.04166668e-01 -1.11172818e-01 4.74022503e-01)
12.3            	p               	-3.97388134e-01	(3.12500000e-01 -2.89326871e-01 -4.03582914e-01)	9.44134106e-02	(1.04162120e-01 4.07786746e-01 -1.40398252e-02)
12.35           	U               	(-1.69518872e+00 -2.39211504e-01 -4.15600465e-01)	(1.04166667e-01 1.43426801e-01 -3.56242701e-01)	(5.56310057e-02 3.30145799e-02 2.11056240e-01)	(1.04166666e-01 -7.81573312e-02 4.67644855e-01)
12.35           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.06454676e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
12.4            	U               	(-1.41180442e+00 -1.84062245e-01 -4.19949007e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(9.45408718e-02 3.23022874e-02 1.81331847e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
12.4            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.07916827e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
12.45           	U               	(-1.08779068e+00 -1.56157889e-01 -4.30088609e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(9.04600797e-02 2.56336837e-02 1.38479323e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
12.45           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.96155858e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
12.5            	U               	(-8.43344920e-01 -1.38674721e-01 -3.77874910e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(8.48163836e-02 5.87269777e-02 1.81577729e-01)	(1.04166667e-01 -1.24868900e-02 8.86818671e-02)
12.5            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.65597719e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
12.55           	U               	(-3.09293370e-01 -1.14637967e-01 -3.05315275e-01)	(1.04166667e-01 5.69667966e-02 -2.32696208e-01)	(9.82825384e-02 3.05033183e-02 4.13643999e-01)	(1.04162957e-01 -3.97567902e-02 3.75573368e-01)
12.55           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.12030381e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
12.6            	U               	(-3.41761632e-01 -1.04316777e-01 -8.74027117e-02)	(1.04166667e-01 -2.68623925e-01 -2.56145742e-01)	(3.26837338e-01 2.52648496e-02 3.43038580e-01)	(1.04163059e-01 -3.72820682e-02 3.42873878e-01)
12.6            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.32817090e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
12.65           	U               	(1.95754370e-02 -1.37556958e-01 -2.37735580e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)	(6.83373027e-01 8.82420042e-03 2.20755873e-01)	(1.04163059e-01 -3.72820682e-02 3.42873878e-01)
12.65           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.27236412e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
12.7            	U               	(7.29059459e-02 -7.49952790e-03 -1.70780421e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.12220717e+00 -8.63736206e-04 1.16550795e-01)	(1.04162664e-01 -1.24401978e-02 3.44156757e-01)
12.7            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.96689022e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
12.75           	U               	(8.41487629e-02 -7.65539880e-03 -2.17467381e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.49647354e+00 9.06876791e-03 1.24327117e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
12.75           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.41992158e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
12.8            	U               	(8.91901162e-02 -6.97602890e-03 -2.31792631e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(2.01076771e+00 3.38638719e-02 3.29201825e-02)	(3.12500000e-01 3.97566296e-02 -3.75565203e-01)
12.8            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.66192217e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
12.85           	U               	(8.86454566e-02 -5.97086802e-03 -2.32980781e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.91541078e+00 5.67866336e-03 2.19505156e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
