# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
43.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
43.35           	U               	(1.94937894e-02 7.07862522e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862522e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
43.4            	U               	(1.94937894e-02 7.07863974e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863974e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
43.45           	U               	(1.94937894e-02 7.07866706e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866706e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054181e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
43.5            	U               	(1.94937894e-02 7.07862905e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862905e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054081e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
43.55           	U               	(1.94937894e-02 7.07862689e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862689e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053963e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
43.6            	U               	(1.94937894e-02 7.07864005e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864005e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053962e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
43.65           	U               	(1.94937894e-02 7.07863244e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863244e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054283e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
43.7            	U               	(1.94937894e-02 7.07863866e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863866e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054097e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
43.75           	U               	(1.94937894e-02 7.07864064e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864064e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054049e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
43.8            	U               	(1.94937894e-02 7.07864582e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864582e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054049e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
43.85           	U               	(1.94937894e-02 7.07862642e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862642e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053962e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
43.9            	U               	(1.94937894e-02 7.07864165e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864165e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053962e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
43.95           	U               	(1.94937894e-02 7.07865509e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865509e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
43.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054400e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44              	U               	(1.94937894e-02 7.07863381e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863381e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054115e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.05           	U               	(1.94937894e-02 7.07864068e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864068e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054063e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.1            	U               	(1.94937894e-02 7.07865212e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865212e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054063e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.15           	U               	(1.94937894e-02 7.07863658e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863658e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054006e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.2            	U               	(1.94937894e-02 7.07860945e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860945e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.25           	U               	(1.94937894e-02 7.07864699e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864699e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053960e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.3            	U               	(1.94937894e-02 7.07864883e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864883e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054293e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.35           	U               	(1.94937894e-02 7.07863620e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863620e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054080e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.4            	U               	(1.94937894e-02 7.07864295e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864295e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053960e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.45           	U               	(1.94937894e-02 7.07863753e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863753e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053960e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.5            	U               	(1.94937894e-02 7.07863538e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863538e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.55           	U               	(1.94937894e-02 7.07863003e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863003e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.6            	U               	(1.94937894e-02 7.07864959e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864959e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054306e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.65           	U               	(1.94937894e-02 7.07863429e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863429e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054106e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.7            	U               	(1.94937894e-02 7.07862235e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862235e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.75           	U               	(1.94937894e-02 7.07864155e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864155e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.8            	U               	(1.94937894e-02 7.07863545e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863545e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.85           	U               	(1.94937894e-02 7.07862391e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862391e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
44.9            	U               	(1.94937894e-02 7.07865818e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865818e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054322e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
44.95           	U               	(1.94937894e-02 7.07863327e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863327e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
44.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054103e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
45              	U               	(1.94937894e-02 7.07860873e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860873e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.05           	U               	(1.94937894e-02 7.07864573e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864573e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.1            	U               	(1.94937894e-02 7.07863575e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863575e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.15           	U               	(1.94937894e-02 7.07862511e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862511e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.2            	U               	(1.94937894e-02 7.07865910e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865910e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054348e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
45.25           	U               	(1.94937894e-02 7.07863394e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863394e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054117e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
45.3            	U               	(1.94937894e-02 7.07861344e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861344e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.35           	U               	(1.94937894e-02 7.07864541e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864541e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.4            	U               	(1.94937894e-02 7.07863665e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863665e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053960e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.45           	U               	(1.94937894e-02 7.07862531e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862531e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053960e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.5            	U               	(1.94937894e-02 7.07864106e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864106e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.55           	U               	(1.94937894e-02 7.07866862e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866862e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054192e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
45.6            	U               	(1.94937894e-02 7.07863078e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863078e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054089e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
45.65           	U               	(1.94937894e-02 7.07862901e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862901e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.7            	U               	(1.94937894e-02 7.07864098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864098e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.75           	U               	(1.94937894e-02 7.07863522e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863522e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054293e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
45.8            	U               	(1.94937894e-02 7.07863928e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863928e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054102e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
45.85           	U               	(1.94937894e-02 7.07866443e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866443e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053965e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.9            	U               	(1.94937894e-02 7.07863504e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863504e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053965e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
45.95           	U               	(1.94937894e-02 7.07863737e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863737e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
45.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46              	U               	(1.94937894e-02 7.07863028e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863028e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.05           	U               	(1.94937894e-02 7.07865034e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865034e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054368e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
46.1            	U               	(1.94937894e-02 7.07863663e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863663e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054129e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
46.15           	U               	(1.94937894e-02 7.07862161e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862161e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053966e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.2            	U               	(1.94937894e-02 7.07864363e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864363e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053965e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.25           	U               	(1.94937894e-02 7.07863555e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863555e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053963e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.3            	U               	(1.94937894e-02 7.07861628e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861628e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053963e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.35           	U               	(1.94937894e-02 7.07866792e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866792e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054371e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
46.4            	U               	(1.94937894e-02 7.07863065e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863065e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054126e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
46.45           	U               	(1.94937894e-02 7.07860560e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860560e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053964e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.5            	U               	(1.94937894e-02 7.07864467e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864467e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053963e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.55           	U               	(1.94937894e-02 7.07863471e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863471e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
46.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053961e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
46.6            	U               	(1.94937894e-02 7.07861857e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861857e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
