# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
25.3            	U               	(1.94937894e-02 7.07862147e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862147e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
25.35           	U               	(1.94937894e-02 7.07864093e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864093e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053958e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
25.4            	U               	(1.94937894e-02 7.07865211e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865211e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054430e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.45           	U               	(1.94937894e-02 7.07863376e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863376e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054124e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.5            	U               	(1.94937894e-02 7.07863987e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863987e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054063e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.55           	U               	(1.94937894e-02 7.07865881e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865881e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054063e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.6            	U               	(1.94937894e-02 7.07860897e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860897e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053959e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
25.65           	U               	(1.94937894e-02 7.07864424e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864424e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
25.7            	U               	(1.94937894e-02 7.07867239e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07867239e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054420e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.75           	U               	(1.94937894e-02 7.07862949e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862949e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054134e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.8            	U               	(1.94937894e-02 7.07864044e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864044e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054066e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.85           	U               	(1.94937894e-02 7.07865330e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865330e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054066e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
25.9            	U               	(1.94937894e-02 7.07861469e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861469e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
25.95           	U               	(1.94937894e-02 7.07864259e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864259e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
25.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053956e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
26              	U               	(1.94937894e-02 7.07866210e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866210e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054433e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.05           	U               	(1.94937894e-02 7.07863139e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863139e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054134e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.1            	U               	(1.94937894e-02 7.07863971e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863971e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054065e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.15           	U               	(1.94937894e-02 7.07865414e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865414e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054065e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.2            	U               	(1.94937894e-02 7.07861286e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861286e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053954e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
26.25           	U               	(1.94937894e-02 7.07864224e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864224e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053952e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
26.3            	U               	(1.94937894e-02 7.07866496e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866496e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054434e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.35           	U               	(1.94937894e-02 7.07862996e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862996e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054134e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.4            	U               	(1.94937894e-02 7.07863940e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863940e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054062e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.45           	U               	(1.94937894e-02 7.07865430e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865430e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054062e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.5            	U               	(1.94937894e-02 7.07861237e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861237e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053951e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
26.55           	U               	(1.94937894e-02 7.07864222e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864222e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053949e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
26.6            	U               	(1.94937894e-02 7.07866116e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866116e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054432e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.65           	U               	(1.94937894e-02 7.07863161e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863161e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054131e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.7            	U               	(1.94937894e-02 7.07863989e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863989e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054060e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.75           	U               	(1.94937894e-02 7.07866034e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866034e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054060e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.8            	U               	(1.94937894e-02 7.07860788e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07860788e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053950e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
26.85           	U               	(1.94937894e-02 7.07864463e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864463e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053949e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
26.9            	U               	(1.94937894e-02 7.07866558e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866558e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054426e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
26.95           	U               	(1.94937894e-02 7.07863245e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863245e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
26.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054131e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27              	U               	(1.94937894e-02 7.07864118e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864118e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054059e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.05           	U               	(1.94937894e-02 7.07865996e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865996e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054059e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.1            	U               	(1.94937894e-02 7.07861124e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861124e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053952e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.15           	U               	(1.94937894e-02 7.07864521e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864521e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053951e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.2            	U               	(1.94937894e-02 7.07866453e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866453e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054418e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.25           	U               	(1.94937894e-02 7.07863397e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863397e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054129e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.3            	U               	(1.94937894e-02 7.07864208e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864208e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054059e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.35           	U               	(1.94937894e-02 7.07866060e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866060e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054059e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.4            	U               	(1.94937894e-02 7.07861229e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861229e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053955e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.45           	U               	(1.94937894e-02 7.07864587e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864587e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053955e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.5            	U               	(1.94937894e-02 7.07866605e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866605e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054404e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.55           	U               	(1.94937894e-02 7.07863413e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863413e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054127e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.6            	U               	(1.94937894e-02 7.07866464e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866464e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053956e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.65           	U               	(1.94937894e-02 7.07863617e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863617e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053957e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.7            	U               	(1.94937894e-02 7.07863767e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863767e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053956e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.75           	U               	(1.94937894e-02 7.07863200e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863200e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053956e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
27.8            	U               	(1.94937894e-02 7.07864937e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864937e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
27.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054387e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
27.85           	U               	(1.94937894e-02 7.07863820e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863820e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
